STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SECTOR,Institutional sector,STANDARD_REVENUE,Revenue category,CTRY_SPECIFIC_REVENUE,Country-specific revenue category,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,REVENUE_CODE,Revenue code,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2001,,0.615,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2002,,0.608,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2003,,0.612,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2004,,0.632,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2005,,0.652,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2006,,0.667,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2007,,0.677,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2008,,0.716,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2009,,0.829,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2010,,0.901,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2011,,0.957,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2012,,1.086,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2013,,1.159,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2014,,1.2,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2015,,1.171,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,1.153,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2017,,1.134,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2018,,1.115,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2019,,1.083,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2020,,1.186,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2021,,1.145,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,ESP,Spain,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2022,,1.046,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1990,,0.578,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1991,,0.998,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1992,,1.049,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1993,,0.897,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1994,,0.873,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1995,,0.801,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1996,,1.227,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1997,,1.324,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1998,,1.152,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1999,,1.029,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2000,,0.967,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2001,,0.847,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2002,,0.904,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2003,,0.888,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2004,,0.862,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2005,,0.859,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2006,,0.803,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2007,,0.782,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2008,,0.707,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2009,,0.763,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2010,,0.743,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2011,,0.745,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2012,,0.772,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2013,,0.83,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2014,,0.807,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2015,,0.767,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2016,,0.76,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2017,,0.717,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2018,,0.693,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2019,,0.683,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2020,,0.688,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2021,,0.661,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2022,,0.658,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1990,,0.121,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1991,,0.12,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1992,,0.124,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1993,,0.132,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1994,,0.136,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1995,,0.145,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1996,,0.149,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1997,,0.151,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1998,,0.155,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1999,,0.16,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2000,,0.156,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2001,,0.148,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2002,,0.156,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2003,,0.159,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2004,,0.155,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2005,,0.157,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2006,,0.148,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2007,,0.152,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
